Latitude,Longitude,Occurrence Status
-35.665618,141.800673,0
-35.2156,147.348,1
-37.8527,147.992,1
-37.938473,146.356225,0
-32.327613,149.733762,0
-38.428472,144.035752,0
-37.322876,147.849147,0
-33.537959,149.255932,1
-34.6868,150.153,1
-36.114,150.054,1
-35.78991,142.387734,0
-35.686225,144.320889,0
-37.891995,143.363085,1
-36.059926,141.106676,0
-37.270426,145.896249,1
-33.190434,148.606678,0
-38.451363,145.748198,0
-33.6941,150.588,1
-37.117446,146.087519,1
-33.6645,150.808,1
-38.036377,140.839262,1
-33.557038,150.846282,1
-35.533006,145.442721,0
-37.176028,144.624795,0
-37.891446,143.36353,1
-36,150.1,1
-37.553029,142.881933,1
-36.912871,142.244189,0
-34.030225,150.677653,1
-37.345,145.026,1
-37.570313,145.678928,1
-35.309174,149.025256,1
-34.300921,147.430656,0
-38.49183,145.299285,1
-33.2752,149.125,1
-36.9622,146.157,1
-37.332538,143.908535,0
-33.270297,150.207549,0
-38.3923,147.104,1
-35.880915,143.025366,0
-35.954361,148.807458,0
-34.341388,148.734584,0
-38.409281,146.087108,1
-32.5888,149.593,1
-33.2809,148.745,1
-31.514318,148.245218,0
-35.537487,149.665838,1
-38.02612,143.812626,0
-34.908513,145.481058,0
-36.241377,144.720972,1
-38.126451,143.861533,0
-35.033416,149.102217,1
-37.062831,145.745154,1
-33.68009,150.233761,1
-37.780274,145.049342,1
-31.76442,148.56343,1
-36.6154,144.511,1
-34.931238,145.599336,0
-35.82463,147.454243,0
-37.0482,143.807,1
-38.559784,146.217106,1
-36.79899,144.35749,1
-32.259998,148.597282,1
-36.361548,145.376266,1
-38.17436,146.245926,1
-36.743613,146.955526,1
-37.667,144.973,1
-33.692078,150.532656,1
-37.7405,145.067,1
-38.158142,144.566549,1
-34.74077,148.13092,0
-34.1,149.9,1
-37.805389,147.609977,1
-34.076421,147.171468,0
-37.262549,144.195618,1
-37.210225,142.534388,0
-33.429718,149.819612,1
-36.993313,145.671039,0
-36.225,144.62004,0
-35.730437,148.99689,1
-34.242423,147.397531,0
-37.462821,145.851316,0
-34.246726,150.975021,1
-37.525431,146.925797,0
-36.8562,140.845,1
-33.968836,148.896339,1
-35.571863,141.66059,0
-35.885164,150.059384,1
-34.8737,146.623,1
-31.609802,148.015622,0
-34.7915,150.153,1
-35.246092,149.352669,1
-35.025091,145.570551,0
-36.932801,146.964268,0
-33.5056,150.375,1
-35.3768,149.037,1
-33.309309,145.43066,0
-36.679969,144.305064,1
-33.7734,147.781792,0
-37.39311,144.324178,1
-37.715705,143.848831,1
-35.705091,150.144829,0
-34.5405,146.328,1
-35.550586,150.234777,1
-38.030273,140.929982,0
-36.5847,146.377,1
-32.297918,147.175298,0
-32.367877,147.753366,0
-37.971211,145.536879,1
-38.182967,147.401555,0
-37.356369,142.87976,0
-35.7575,148.992,1
-36.911505,142.422647,0
-38.597678,146.16401,0
-33.226727,150.209228,1
-38.0836,143.083,1
-33.7311,150.714,1
-35.692281,144.511543,0
-36.3858,143.597,1
-34.49657,150.776927,1
-38.021339,145.417208,1
-35.4384,149.932,1
-33.4361,149.566,1
-34.676573,150.803738,1
-36.413902,148.617138,1
-34.146109,148.231851,0
-36.16771,148.34206,0
-38.3805,142.457,1
-32.996872,150.480819,0
-34.855714,148.006776,0
-35.875761,146.22069,0
-38.33348,147.095262,0
-35.331426,149.028988,1
-38.4253,144.945,1
-33.9701,151.095,1
-33.223282,147.115117,0
-37.8637,141.808,1
-37.925104,143.460527,0
-32.5854,149.582,1
-33.936204,148.888653,1
-38.247894,145.160017,1
-37.5373,144.728,1
-34.600804,150.318657,1
-36.059048,148.472808,0
-35.22777,142.322505,0
-32.25906,148.585873,1
-37.796339,147.224576,0
-37.122214,143.970005,0
-38.640651,145.602982,1
-35.001229,150.658444,0
-37.0555,148.32573,0
-37.7695,143.691,1
-35.280016,149.729828,0
-34.128131,151.131217,1
-36.848389,145.089454,1
-34.807696,143.078356,0
-35.8252,148.061,1
-35.354217,148.437938,0
-38.165717,146.566086,1
-36.797856,140.406691,0
-34.580996,150.043822,0
-38.6676,143.86,1
-38.08724,145.93488,0
-38.2381,143.138,1
-33.755402,150.623226,1
-36.981067,144.063613,0
-36.930666,141.961422,0
-35.388727,142.971506,0
-34.482782,150.331049,1
-35.608806,149.769667,0
-36.2716,143.358,1
-36.739356,140.840456,0
-35.645264,150.134313,1
-37.269912,145.283191,1
-37.1137,143.732,1
-38.331879,144.99919,1
-37.027475,141.751808,0
-32.940106,146.376317,0
-32.094565,148.512331,1
-36.15481,146.881704,1
-35.47498,144.166177,0
-37.754945,145.076573,1
-37.386366,144.319884,1
-33.073618,149.141813,0
-37.343773,144.1785,1
-37.785,145.44,1
-34.490879,148.340605,1
-36.6097,144.209,1
-36.108915,147.59696,0
-35.296981,149.67621,0
-36.6335,145.713,1
-37.3713,144.011,1
-34.536624,145.156924,0
-35.511207,143.000737,0
-36.143951,147.433173,1
-35.999794,150.138219,1
-37.025007,147.237568,1
-36.768579,148.45533,0
-37.7951,145.111,1
-34.757,146.591,1
-36.2562,144.412,1
-38.723478,146.146842,1
-34.607844,150.618777,1
-38.334755,143.593913,1
-37.342414,140.891245,0
-36.5018,142.018,1
-35.273468,147.375269,0
-36.03849,149.385981,0
-38.3743,146.604,1
-33.659937,150.133018,1
-34.493835,150.766156,1
-34.78454,145.819178,0
-32.10361,148.326606,1
-33.369549,150.000034,1
-34.9143,147.48,1
-37.807683,145.263736,1
-38.1178,144.637,1
-34.04865,144.620848,0
-33.610231,149.138702,1
-35.735809,150.189433,1
-38.1762,144.478,1
-37.703106,143.267672,0
-37.7224,140.925,1
-37.7265,141.141,1
-33.6894,149.566,1
-35.333316,149.481544,1
-36.0799,145.688,1
-37.936456,142.418152,0
-37.847511,147.637535,1
-38.5319,145.504,1
-34.846353,143.415819,0
-37.774437,145.267263,1
-38.3225,145.106,1
-36.791214,148.627619,0
-38.409,145.479,1
-35.3285,143.563,1
-35.7,150.1,1
-37.990106,145.4318,0
-35.317,149.161,1
-37.21136,145.429455,1
-34.835061,150.35132,0
-38.0269,144.385,1
-33.48736,149.431964,0
-35.784119,150.140368,1
-34.105652,151.079846,1
-37.139544,144.351818,1
-36.7025,144.26,1
-37.567936,140.73991,0
-35.699667,148.996865,1
-36.4618,145.388,1
-32.321255,148.522571,0
-37.9541,143.373,1
-36.800641,146.007859,1
-33.021622,146.446454,0
-37.940406,144.523498,0
-37.448582,144.86009,1
-35.452639,148.608462,0
-33.354584,147.21689,0
-36.5529,145.988137,1
-34.83313,148.913156,1
-36.93631,149.659337,1
-38.3177,142.23,1
-34.7559,149.529,1
-34.3857,144.107081,0
-35.727873,148.067546,0
-35.41272,143.809864,1
-36.219329,146.944486,1
-37.350105,144.973914,0
-33.9183,147.204,1
-32.511155,150.091153,0
-37.5451,149.452,1
-37.864194,140.438561,0
-36.234654,149.109499,1
-37.807562,145.263615,1
-33.3346,148.859,1
-33.403469,149.616381,1
-36.003053,145.235897,0
-37.409127,143.359775,1
-36.3758,148.484,1
-33.965344,149.988918,0
-37.9164,147.71,1
-32.627047,149.837777,1
-36.156837,147.974401,0
-37.7166,145.051,1
-36.388513,148.848057,1
-37.641573,145.085825,1
-34.135645,144.664615,0
-37.747592,145.286861,1
-38.007302,145.999131,1
-35.609193,148.615139,0
-37.761258,142.905421,0
-33.2809,149.065,1
-33.9801,150.839,1
-34.042827,150.671115,1
-35.536993,142.057047,0
-37.129981,144.332411,1
-34.383537,143.839275,0
-36.034513,146.98524,1
-37.733906,141.917085,0
-37.1002,141.05,1
-34.328297,150.896029,1
-34.885389,150.472865,0
-38.459868,143.112174,0
-36.651895,141.185067,0
-35.9441,144.358,1
-36.88379,148.162545,0
-35.493705,146.580932,0
-35.281225,150.418689,0
-37.030548,142.799039,1
-33.9601,150.957,1
-38.009221,143.687321,0
-36.849337,144.276617,1
-32.531777,149.24586,0
-34.531518,150.218026,1
-37.449655,144.175774,1
-35.492385,147.56972,0
-33.570366,144.942654,0
-35.0951,149.352,1
-35.230591,149.404643,1
-36.850496,149.072877,0
-37.598724,144.230797,1
-36.931717,149.679422,1
-37.493652,144.583676,1
-35.0676,147.367,1
-34.779829,150.42883,1
-35.047863,145.377331,0
-37.752515,145.353506,1
-37.002608,141.55657,0
-36.367879,146.695154,1
-31.325044,148.913683,0
-38.368734,144.981817,1
-37.926147,145.615651,1
-37.3888,144.268,1
-37.234873,142.638827,1
-38.2357,146.055,1
-33.842392,146.794538,0
-34.102422,146.192129,0
-38.4414,145.823,1
-36.782303,141.542161,0
-35.104042,148.585971,1
-36.1747,146.941,1
-33.742667,150.479481,1
-37.986402,145.900864,0
-36.321621,146.301203,1
-36.9452,144.681,1
-37.595223,143.220587,1
-37.597163,143.121997,0
-36.3396,149.547,1
-34.4042,150.504,1
-35.8323,149.129,1
-36.457668,142.026215,1
-37.843882,145.314257,1
-36.1,146.8,1
-36.798625,142.02196,1
-38.67012,143.493423,1
-35.01142,149.236544,1
-36.06813,147.345583,0
-37.148623,146.871277,0
-36.952639,144.279394,1
-37.7612,140.653,1
-33.780178,146.089213,0
-36.502547,143.434568,0
-36.438862,142.524177,0
-38.0122,143.969,1
-37.649087,146.447164,0
-31.849446,147.751649,0
-35.331233,143.155411,0
-33.383661,147.003821,0
-36.907257,145.233503,1
-35.5044,150.368,1
-35.119235,142.389114,0
-36.341863,147.039761,1
-34.042708,150.558113,0
-34.659011,150.224376,1
-37.169,143.59,1
-34.034108,151.165726,1
-35.2,149.7,1
-34.75746,149.664273,1
-35.14848,145.127985,0
-37.571,145.415,1
-34.761926,149.874677,1
-38.586151,146.351105,1
-36.165036,141.785216,0
-38.058721,141.921071,1
-33.5067,150.496,1
-37.711365,145.072502,1
-37.748349,145.713607,1
-34.6473,150.71,1
-38.214565,141.439227,0
-34.442737,147.600369,0
-32.810553,148.456908,0
-33.510494,145.676148,0
-31.596589,149.422086,0
-31.969818,148.731151,0
-38.236547,146.781051,0
-36.6361,146.833,1
-37.1146,144.428,1
-34.416054,150.863032,1
-37.7,142.9,1
-33.6706,149.771,1
-37.0612,144.308,1
-33.114824,148.240581,0
-35.5306,149.177,1
-35.777591,148.802814,0
-34.39589,150.886329,1
-32.383747,147.419281,0
-35.649842,145.152049,0
-31.703917,148.764072,0
-34.496274,150.776895,1
-33.642839,150.802653,1
-34.175348,148.58209,0
-34.5693,145.814,1
-33.5254,149.242,1
-35.660578,150.292526,1
-33.755432,150.62324,1
-35.242829,142.295218,0
-35.038458,149.226524,1
-37.3557,144.748,1
-34.4398,150.837,1
-38.32298,147.072457,0
-36.975677,144.184795,1
-36.386584,142.589972,0
-34.8711,147.486,1
-35.958644,145.03179,0
-34.528893,148.162995,1
-37.734346,146.285828,0
-37.203686,144.819377,0
-36.4228,148.625,1
-34.689604,150.061625,0
-36.4037,148.415,1
-34.1368,151.114,1
-36.251786,149.705077,0
-36.527663,140.929697,0
-36.873046,141.523487,0
-33.769964,150.962461,1
-32.760368,148.8112,0
-36.1203,145.087,1
-36.986627,149.82128,1
-34.825738,149.824971,1
-35.690733,146.954539,1
-37.4849,144.697,1
-35.166725,149.593197,1
-37.766483,145.489093,1
-37.708754,145.139053,1
-34.77366,146.472955,0
-37.237819,144.317961,0
-37.069938,149.893575,1
-34.7027,149.616,1
-37.851532,147.946518,1
-37.015695,144.117348,1
-34.0525,150.528,1
-34.9403,150.554,1
-36.867798,146.488249,0
-38.540536,146.032476,0
-36.627053,141.342935,0
-36.814985,149.726234,1
-34.076071,147.143987,0
-38.712181,143.36447,0
-37.697573,148.085761,0
-33.557339,147.405681,0
-37.361916,149.950471,1
-33.7154,150.43,1
-36.182392,146.881229,0
-32.908379,146.596153,0
-37.581868,146.97043,0
-37.866903,141.006795,0
-37.9431,145.601,1
-32.906955,149.980437,0
-33.226225,147.32813,0
-34.577621,150.539841,0
-34.069064,150.448222,1
-37.555889,144.072932,0
-34.942437,149.249014,1
-32.5731,149.574,1
-36.196254,140.834097,0
-33.7304,150.232,1
-35.917344,150.142512,1
-38.075042,146.176616,1
-36.059821,147.706574,0
-36.1252,143.723,1
-33.581811,150.251497,1
-33.989015,148.448696,0
-37.885776,145.29285,1
-34.941133,145.956425,0
-38.5696,143.557,1
-36.610651,140.724723,0
-35.015492,150.828594,1
-34.820279,150.560525,1
-37.256805,145.398687,1
-33.7502,150.465,1
-38.155195,142.19943,0
-37.9476,143.313,1
-38.053993,144.060815,1
-38.01683,147.450943,0
-37.144082,142.871404,0
-35.887298,148.357818,0
-37.596,144.424,1
-36.943907,149.906815,1
-36.835,149.809,1
-34.427256,150.826331,1
-34.572937,150.866888,1
-35.091003,150.247102,1
-37.712586,144.992242,1
-37.641551,145.085822,1
-37.141832,144.064395,1
-35.438761,145.35642,0
-34.299082,147.027438,0
-35.953963,147.697794,0
-37.46179,147.357855,0
-32.384201,148.157212,0
-38.093315,143.140917,0
-36.241209,149.116485,1
-37.389812,148.836165,0
-33.380007,149.507126,0
-34.611969,150.58305,1
-38.396143,146.598579,0
-38.4613,144.894,1
-35.602145,148.69348,0
-38.19314,144.113561,0
-32.533142,149.062618,0
-38.118316,146.476882,1
-36.802547,144.260021,0
-36.934626,145.545105,0
-38.626135,145.606406,1
-34.7852,147.036,1
-33.110542,148.823715,1
-33.628584,150.292509,1
-31.8656,148.666,1
-37.073394,144.502759,1
-36.964943,141.65997,0
-36.166067,143.112651,0
-35.19756,146.967198,0
-32.6042,149.645,1
-36.8882,149.745,1
-34.6977,150.241,1
-36.1144,146.84,1
-35.914517,149.80192,0
-32.741857,149.42384,1
-37.9645,145.022,1
-38.336149,146.574221,0
-34.397941,150.375715,1
-33.466306,148.43778,0
-35.113403,148.215869,0
-38.423652,145.051717,1
-37.1464,144.063,1
-35.089878,148.265846,0
-33.71043,144.763001,0
-38.6335,145.745,1
-36.6999,144.164,1
-38.142084,143.459411,1
-35.095433,145.9899,0
-32.8967,149.465,1
-37.407417,147.763143,0
-35.8303,147.223,1
-35.737515,146.899812,1
-37.334839,144.184046,1
-36.9571,144.241,1
-37.081061,144.069039,1
-34.909454,150.724577,1
-35.543731,146.630817,0
-34.330841,150.678834,0
-37.1321,143.961,1
-34.226118,150.584999,1
-31.629311,149.416692,0
-34.971955,144.653359,0
-36.490281,149.42169,0
-37.00787,143.892164,0
-38.844121,145.997986,1
-32.394436,148.703456,0
-34.839597,150.614221,1
-35.187472,145.803401,0
-32.024849,147.655504,0
-34.59129,146.427704,1
-37.3966,144.528,1
-36.9105,144.684,1
-35.678117,150.177654,1
-33.2797,148.747,1
-34.711818,149.99853,1
-38.366533,144.227119,1
-33.788027,150.828768,1
-37.702809,143.59338,1
-36.7563,149.941,1
-36.606758,148.618997,0
-37.633607,143.444665,1
-34.8368,149.006,1
-35.7491,148.971,1
-35.754384,150.19931,1
-35.866112,148.497223,1
-37.096604,149.474953,0
-35.985681,141.901118,0
-37.510605,142.923751,0
-38.018719,143.46149,1
-33.318118,148.096071,0
-38.5952,146.5,1
-36.127664,146.842902,1
-34.579224,150.772125,1
-37.5,149.5,1
-36.5112,145.767,1
-36.483095,146.729482,0
-34.9973,150.718,1
-34.43646,148.100367,0
-34.7392,149.79,1
-36.0737,149.154,1
-38.362546,142.501869,1
-33.788415,150.915771,1
-33.305776,150.359685,0
-34.466653,150.010261,1
-34.7522,146.548,1
-38.154675,146.504066,1
-37.909567,145.34675,1
-35.3,144.3,1
-33.931448,150.633056,1
-37.263243,145.252282,1
-34.038075,146.877565,0
-38.248406,141.392593,0
-33.424324,149.849076,0
-34.0134,151.085,1
-35.488607,144.632055,0
-37.421301,145.077838,1
-35.144097,146.782827,1
-33.8388,150.958,1
-38.083036,145.345702,1
-34.689761,150.611235,1
-37.8525,145.37,1
-35.530653,143.972993,1
-37.614603,145.041068,1
-34.212395,146.123093,0
-38.2,146.2,1
-35.367181,145.322573,1
-36.802099,144.240411,1
-34.99464,150.396521,0
-37.344087,144.178477,1
-35.430161,145.208146,0
-37.9843,147.073,1
-37.607015,142.076526,0
-35.2692,149.119,1
-36.176403,144.858594,0
-35.392055,149.11925,1
-36.901912,145.527533,0
-38.387696,143.622375,1
-35.127495,149.001659,1
-37.25494,145.391031,1
-35.812453,148.927374,1
-35.839705,146.799004,1
-36.0577,146.969,1
-37.88499,144.989594,1
-37.7329,145.161,1
-36.33486,146.350671,0
-36.76036,146.931,0
-37.163603,146.459006,0
-37.6764,145.121,1
-33.710864,150.623558,1
-38.024989,145.284511,0
-36.545583,143.837704,0
-35.4166,149.354,1
-36.543003,140.878295,0
-37.6666,144.354,1
-34.449359,146.902096,0
-34.5864,150.791,1
-36.502341,141.92595,0
-34.383983,146.340331,0
-34.377739,145.525575,0
-38.137385,144.132848,0
-35.179898,149.727303,1
-37.881959,147.363546,0
-37.696737,145.262226,1
-35.562577,149.763873,0
-36.342059,146.859138,0
-33.931424,150.633363,1
-34.280318,150.952615,1
-34.615463,150.450586,1
-32.160443,147.359426,0
-33.684662,150.308395,1
-36.0781,146.907,1
-38.419692,142.97232,1
-37.663785,145.52536,1
-37.4808,144.142,1
-35.526305,142.182534,0
-33.592859,148.616739,1
-35.938837,143.859828,0
-38.0143,146.691,1
-36.615327,146.845045,0
-33.698702,150.365337,1
-33.7962,150.963,1
-37.493593,144.583118,1
-38.0478,145.374,1
-38.1967,145.496,1
-38.238707,145.122967,0
-34.492829,150.768656,1
-36.2555,146.815,1
-34.7568,146.594,1
-36.2503,144.958,1
-33.2832,148.744,1
-35.598298,144.666308,0
-37.604746,145.146447,1
-36.715211,142.06458,0
-38.122972,145.917815,1
-37.381514,149.01365,0
-35.273891,149.145503,0
-33.9561,149.316,1
-36.880103,149.530838,0
-32.857103,149.983743,1
-36.93723,145.605475,0
-35.108098,149.245036,0
-36.118964,149.441059,0
-37.598622,144.231321,1
-38.5104,143.741,1
-37.659576,145.468944,1
-36.154128,149.477803,0
-37.6876,140.698,1
-37.440828,145.812148,0
-36.543027,146.694464,0
-33.253094,146.685098,0
-35.1383,147.359,1
-34.735517,149.710346,1
-37.2471,147.631,1
-37.7577,144.951,1
-37.766,144.983,1
-35.405162,149.35136,0
-35.030038,147.898184,0
-32.6103,149.585,1
-37.891729,143.363311,1
-37.020998,145.805853,1
-35.105045,150.046568,0
-32.41754,149.659982,0
-35.09057,150.248141,1
-35.315716,148.912112,0
-35.951193,144.964286,1
-37.696816,140.613998,1
-36.3167,146.37,1
-35.346958,144.483984,0
-35.894407,148.86612,0
-37.1525,149.865,1
-34.142153,151.031729,1
-35.886,144.31,1
-38.052244,145.126433,1
-37.970564,142.406521,0
-33.618371,147.489601,0
-35.9699,149.741,1
-31.643746,149.002977,0
-38.5557,143.948,1
-35.13891,150.762611,1
-38.402162,145.916518,1
-33.687306,150.49242,1
-38.404513,144.184846,1
-36.292788,144.210864,0
-33.784948,150.80242,1
-38.827141,143.498128,1
-35.610449,145.956663,0
-32.003797,149.273856,0
-34.264256,150.545702,0
-35.05309,144.474061,0
-33.304056,148.758534,0
-36.1,148.6,1
-35.582806,148.948407,0
-34.880374,148.989349,1
-37.4139,143.326,1
-38.0311,145.54,1
-34.7719,150.571,1
-34.496719,145.624813,0
-35.209129,149.098819,1
-36.332784,146.837235,1
-35.0206,149.27,1
-36.860726,144.164062,0
-38.236135,146.003443,0
-38.6639,146.677,1
-36.4188,143.614,1
-37.3806,146.209,1
-37.815303,140.843918,0
-37.67501,144.23134,1
-33.989183,149.682709,1
-33.394633,145.985648,1
-35.577161,145.810206,0
-34.7,146.7,1
-32.543348,148.594544,0
-33.755341,150.623316,1
-33.089129,148.869087,1
-35.020547,150.496364,1
-35.1,150.6,1
-36.679213,145.553354,0
-37.0941,144.204,1
-36.143635,144.136418,0
-33.712777,150.453723,1
-38.013287,143.608446,1
-37.2038,143.041,1
-34.18018,150.99264,1
-36.167733,143.528177,0
-34.5278,150.543,1
-37.4638,144.678,1
-36.925821,145.372237,1
-34.198932,149.468952,1
-36.03451,146.985204,1
-38.324211,142.757071,0
-34.643033,148.023444,1
-33.316257,150.269526,0
-36.603414,145.860911,0
-34.72,147.74,1
-35.722415,148.543187,0
-36,146.5,1
-37.891202,143.363353,1
-36.291495,144.79908,1
-31.476377,149.102679,0
-34.241901,150.707768,1
-37.1041,144.116,1
-37.843756,145.31371,1
-34.807617,150.635214,1
-36.4189,143.614,1
-31.897996,147.857548,0
-36.113291,147.882685,0
-34.069044,150.448181,1
-37.6,145,1
-36.970191,143.560777,0
-33.669926,150.918563,1
-34.066755,147.142664,0
-36.023783,147.690759,0
-37.3145,144.336,1
-36.94589,142.267502,0
-36.4703,145.295,1
-34.84226,148.928433,1
-34.3475,150.901,1
-38.036614,145.274108,1
-37.175983,143.8744,0
-34.372,149.378,1
-36.331432,146.406422,1
-33.860528,149.964538,0
-35.925497,145.779302,0
-32.9836,149.757,1
-33.244934,149.477319,0
-36.603529,149.335128,0
-35.12903,148.407314,0
-35.78086,148.252364,1
-33.6981,150.951,1
-33.256327,150.18624,1
-35.1923,149.05,1
-37.534367,145.441717,1
-36.797652,149.553393,0
-35.206518,149.111457,1
-36.816051,146.567572,0
-33.3441,147.413574,0
-34.4354,149.211,1
-38.248206,145.088317,0
-35.286994,143.536467,1
-35.43352,150.326289,1
-35.732392,141.690328,0
-34.617621,149.398471,0
-35.263218,149.073076,1
-35.109414,146.254492,1
-36.262786,142.091251,0
-38.301488,144.160318,1
-37.732284,144.057018,1
-38.014542,143.339862,1
-37.6831,145.508,1
-35.2015,149.058,1
-33.265103,147.427451,0
-37.855224,147.562718,1
-36.2098,149.069,1
-38.569999,146.249731,0
-31.910032,148.917075,0
-37.0453,148.932,1
-34.2584,149.886,1
-36.10603,149.10354,0
-37.565806,144.353489,1
-33.761804,150.644222,1
-36.199158,146.954189,1
-36.015158,142.724689,0
-37.63511,144.671648,0
-38.009,145.861,1
-36.532947,140.629657,0
-35.147463,147.406773,1
-34.729,146.667,1
-36.269926,146.148995,1
-38.687,143.77,1
-37.5288,143.893,1
-33.737906,144.681101,0
-37.8428,145.147,1
-36.879783,146.078509,0
-34.972235,149.907561,1
-37.914062,147.098664,1
-33.256199,149.099674,1
-35.891267,148.449092,1
-37.786361,145.829932,0
-33.643219,150.658674,1
-34.44751,150.447156,1
-35.559092,150.315512,0
-35.246084,149.352598,1
-33.407544,149.310235,1
-35.599724,149.844482,1
-34.386933,144.438783,0
-33.635137,146.56942,0
-33.482518,150.033453,1
-35.75,146.906,1
-34.182498,144.863532,0
-38.2163,144.561,1
-35.87103,145.822825,0
-38.336068,143.600245,1
-32.683374,149.520737,0
-36.5619,146.723,1
-35.369324,149.772964,1
-36.805206,145.420287,1
-33.996436,145.339098,0
-33.491864,150.529472,1
-35.386047,150.450959,1
-36.908943,142.83921,0
-35.259914,147.478793,0
-32.513367,149.076598,0
-33.7518,150.679812,1
-37.7942,144.911,1
-37.9857,145.703,1
-34.8236,147.208,1
-33.18044,146.488121,0
-36.549404,144.927775,1
-34.4328,150.82,1
-33.972565,148.158009,0
-35.811275,141.489111,0
-37.955425,145.554734,1
-35.7758,147.277,1
-37.6155,140.716,1
-38,144.5,1
-36.247868,145.466139,1
-34.583649,150.868367,1
-34.326939,150.513654,0
-33.469344,149.325893,1
-37.471178,149.646283,0
-34.6459,150.701,1
-33.912085,148.829586,0
-37.75412,144.872442,1
-36.83627,149.638466,0
-38.5696,143.539,1
-31.153524,149.101342,1
-35.446716,149.788921,1
-34.572078,146.589725,0
-37.63085,148.113071,0
-33.756042,150.623334,1
-34.368628,146.819948,0
-35.222661,143.343505,0
-34.356483,150.166417,0
-36.670686,145.86553,1
-37.807458,145.263728,1
-36.0177,147.028,1
-38.532778,145.658974,0
-32.651141,149.885259,0
-34.161923,146.544695,0
-36.062788,144.827951,0
-38.6798,143.392,1
-38.011879,145.126327,1
-32.241743,148.652894,1
-36.765655,149.694112,1
-35.384388,144.882347,1
-37.509374,145.177006,1
-34.626551,148.091495,1
-36.991605,146.203016,0
-33.5491,150.125,1
-37.721784,144.911386,1
-38.170309,144.510627,1
-34.790958,150.707809,1
-33.7255,150.697,1
-37.722248,145.133128,1
